carat,x,y,z,price,color_,clarity_,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.72,5.78,5.82,3.52,2401,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.94,6.24,6.27,3.89,5155,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,7.36,7.42,4.49,9804,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3,4.32,4.35,2.67,631,4,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.13,6.68,6.71,4.15,6133,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.02,6.46,6.53,3.98,7292,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7,5.8,5.77,3.45,2859,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.07,6.57,6.6,4.04,7222,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.37,4.58,4.55,2.86,874,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,4.73,4.7,2.93,855,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5,7.34,7.38,4.52,8580,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.26,6.81,6.87,4.32,6874,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,4.22,4.18,2.64,776,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9,6.17,6.26,3.79,3733,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.52,7.59,7.55,4.48,12823,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.52,5.14,5.17,3.18,1289,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,4.38,4.41,2.72,954,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.35,4.56,4.59,2.81,1044,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.11,6.61,6.64,4.18,7863,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.71,7.69,7.64,4.66,7695,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0,6.46,6.41,3.96,7849,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.51,5.07,5.11,3.23,1068,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.55,5.29,5.32,3.22,1853,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.23,6.88,6.83,4.28,8233,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,5.67,5.65,3.54,2354,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,4.79,4.76,2.91,1153,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,4.38,4.41,2.64,432,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,5.6,5.64,3.58,2192,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.72,5.91,5.97,3.38,2498,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.06,6.71,6.66,3.93,5877,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,6.39,6.31,4.01,5723,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.74,5.8,5.82,3.61,3872,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.13,6.77,6.73,4.06,5050,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,6.37,6.3,3.98,4004,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.72,5.73,5.76,3.62,2642,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.02,8.21,8.29,4.96,16944,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,6.27,6.35,4.0,5505,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,4.32,4.29,2.69,776,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.56,5.28,5.34,3.24,2833,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.04,8.31,8.36,4.87,18026,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,5.71,5.66,3.5,2401,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.43,4.83,4.86,3.0,716,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,6.49,6.55,3.83,6247,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.32,4.41,4.44,2.69,676,3,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.33,4.47,4.49,2.73,619,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.42,6.48,3.99,8525,2,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.01,6.61,6.55,3.82,4348,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.38,4.71,4.76,2.8,967,4,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.27,4.19,4.21,2.55,486,4,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.5,5.23,5.18,3.11,900,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.26,4.1,4.12,2.57,486,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.91,6.16,6.21,3.88,3642,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,5.14,5.1,3.19,2111,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.24,4.01,4.05,2.47,963,2,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,4.27,4.29,2.69,752,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.51,7.28,7.34,4.59,7693,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.26,6.94,6.84,4.31,13671,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.54,5.25,5.27,3.21,1268,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.71,5.67,5.6,3.5,1832,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.55,7.4,7.34,4.61,11562,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,4.73,4.78,2.98,791,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,6.39,6.48,3.94,4372,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.31,4.34,4.31,2.71,988,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.3,4.26,4.23,2.66,709,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.55,5.28,5.25,3.24,2030,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.37,6.4,3.99,5679,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.94,6.29,6.31,3.88,4972,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.73,5.8,5.75,3.62,2762,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.6,5.41,5.46,3.32,2528,3,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.66,7.6,7.55,4.7,14354,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.58,5.41,5.47,3.25,1239,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.32,4.4,4.36,2.73,591,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.25,4.04,4.08,2.54,445,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.53,7.47,7.39,4.61,11370,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.51,5.18,5.15,3.17,1836,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.51,5.13,5.16,3.17,1962,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.03,6.6,6.64,3.95,4585,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,4.32,4.3,2.69,1025,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.33,4.42,4.45,2.74,868,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.41,4.72,4.68,2.98,947,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.21,6.74,6.66,4.2,5405,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.34,4.49,4.44,2.77,881,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.75,5.7,5.66,3.7,2102,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,5.7,5.75,3.64,4289,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.14,8.34,8.28,5.14,12400,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.32,4.42,4.45,2.75,466,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,6.07,6.02,3.83,3342,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.59,7.42,7.46,4.65,7695,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.53,5.13,5.16,3.24,1174,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.42,4.83,4.79,3.0,1024,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,6.3,6.36,3.97,3789,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,5.71,5.66,3.46,2838,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.6,7.55,7.6,4.5,8184,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.38,4.64,4.66,2.86,1200,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.56,5.29,5.34,3.28,2298,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.2,6.81,6.76,4.19,5040,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.23,3.89,3.86,2.45,483,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.72,7.91,7.87,4.6,11360,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,6.08,6.05,3.87,3332,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.42,4.86,4.83,2.95,851,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.0,6.61,6.57,3.78,6160,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.37,6.43,4.04,4260,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.03,6.51,6.54,3.99,3444,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.55,5.29,5.3,3.24,982,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.81,6.01,5.96,3.68,3933,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9,6.32,6.35,3.67,3423,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,4.31,4.28,2.59,911,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,4.42,4.38,2.68,997,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.24,7.01,6.95,4.18,5382,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,6.36,6.33,3.96,4816,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.27,6.96,7.04,4.26,5224,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.52,5.14,5.16,3.21,2333,2,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.35,4.56,4.59,2.78,644,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.79,5.96,5.98,3.66,4046,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,4.31,4.33,2.7,764,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.24,3.95,3.99,2.45,485,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.35,4.54,4.57,2.83,706,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.11,6.67,6.69,4.14,8698,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.13,6.68,6.7,4.15,5378,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.71,5.7,5.69,3.59,2735,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.61,7.42,7.45,4.68,10891,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,4.48,4.44,2.63,942,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.28,4.16,4.24,2.58,452,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.71,5.7,5.74,3.54,2909,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.33,7.11,7.08,4.35,6118,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,4.24,4.29,2.67,552,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,4.43,4.46,2.68,804,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.12,6.72,6.67,4.08,8561,3,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.2,6.78,6.84,4.17,4712,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.05,6.51,6.48,4.09,6096,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.06,6.47,6.49,4.07,4785,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,6.07,6.04,3.88,4234,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.4,4.71,4.76,2.91,982,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.13,6.76,6.68,4.14,7720,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.2,6.79,6.89,4.21,11883,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.52,5.22,5.26,3.2,1197,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.56,5.33,5.3,3.25,2066,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.21,6.86,6.79,4.2,6223,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,4.45,4.48,2.76,781,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.09,6.49,6.46,4.03,4682,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,5.51,5.49,3.65,2516,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.4,7.17,7.08,4.43,6633,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.18,6.74,6.79,4.22,9709,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.01,6.35,6.33,3.99,5273,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,4.76,4.79,2.94,539,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.35,4.59,4.64,2.73,725,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.31,4.34,4.36,2.69,625,4,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,4.28,4.3,2.69,438,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.43,4.79,4.83,3.06,739,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,4.25,4.22,2.68,506,6,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.91,6.21,6.25,3.84,4096,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4,4.7,4.66,2.99,765,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.03,6.5,6.53,3.95,10003,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.04,8.3,8.26,4.97,15308,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.54,5.24,5.28,3.19,1415,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.08,6.54,6.59,4.05,3118,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1.02,6.36,6.4,4.03,7539,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.79,5.98,6.06,3.65,2793,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.72,5.71,5.74,3.58,2594,5,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.34,4.51,4.49,2.79,1243,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.75,7.78,7.75,4.78,7409,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.37,4.63,4.69,2.76,696,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.04,6.45,6.5,4.08,7207,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.32,4.38,4.41,2.72,449,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.75,7.76,7.72,4.76,17343,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.51,8.51,8.48,5.41,14209,5,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.37,4.69,4.63,2.85,957,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.32,4.43,4.47,2.68,561,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,4.82,4.8,2.96,1061,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,5.73,5.77,3.54,3553,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,6.34,6.25,4.11,3763,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.81,5.82,5.79,3.67,2095,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,4.31,4.34,2.72,734,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.22,6.93,6.87,4.26,5602,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.46,4.95,5.0,3.07,1834,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.42,4.85,4.82,2.94,1087,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,4.49,4.46,2.79,1084,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.39,7.22,7.3,4.44,12462,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7,5.77,5.79,3.52,2394,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.91,6.26,6.31,3.82,3910,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.76,5.99,5.96,3.51,2622,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.54,5.2,5.3,3.25,1927,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.22,7.01,6.97,4.19,8485,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,5.7,5.73,3.52,2441,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,4.45,4.42,2.71,720,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,5.71,5.74,3.54,2593,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.58,7.48,7.42,4.6,11491,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,5.08,5.11,3.16,1449,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,4.4,4.37,2.7,872,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.75,5.84,5.81,3.63,2025,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.76,5.81,5.84,3.62,2389,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,6.46,6.41,3.94,5701,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,4.7,4.73,2.96,1007,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.09,6.67,6.7,4.07,6388,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.67,5.55,5.5,3.49,2171,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.37,4.67,4.71,2.79,746,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.03,6.43,6.51,4.03,6036,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,6.5,6.51,3.95,7215,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.51,7.28,7.31,4.58,11560,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,4.37,4.4,2.63,658,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.43,4.94,4.97,2.92,774,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.74,5.81,5.85,3.61,2623,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.05,6.65,6.61,3.93,5161,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,5.66,5.7,3.56,2723,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,4.78,4.8,2.87,619,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.54,5.27,5.25,3.22,2333,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.31,4.46,4.42,2.6,639,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,4.4,4.44,2.71,719,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,5.13,5.06,3.07,1340,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.79,5.9,5.85,3.69,2853,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,4.3,4.27,2.74,779,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.73,5.75,5.8,3.58,2825,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.63,7.56,7.6,4.68,15697,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.72,5.64,5.71,3.64,2254,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.37,4.55,4.61,2.81,584,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.2,6.82,6.87,4.12,8442,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.05,6.56,6.49,4.02,4318,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.34,7.15,7.19,4.24,8109,4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,6.44,6.41,3.94,3136,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.25,4.03,4.01,2.53,740,1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
